"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"24.04.2019","87,54","89,40","89,40","87,00","0,04K","-1,75%"
"23.04.2019","89,10","89,00","89,00","89,00","0,01K","0,85%"
"22.04.2019","88,35","88,35","88,35","88,35","-","0,00%"
"18.04.2019","88,35","88,75","88,75","88,25","0,01K","-0,89%"
"17.04.2019","89,14","88,25","89,00","88,25","0,01K","1,64%"
"16.04.2019","87,70","88,00","88,00","87,60","0,00K","-0,34%"
"15.04.2019","88,00","89,50","89,50","88,00","0,01K","-1,39%"
"12.04.2019","89,24","88,50","89,25","88,50","0,02K","0,61%"
"11.04.2019","88,70","87,00","88,50","86,75","0,05K","1,37%"
"10.04.2019","87,50","89,00","89,25","87,50","0,03K","-1,13%"
"09.04.2019","88,50","87,50","88,40","87,50","0,02K","1,67%"
"08.04.2019","87,05","86,35","87,00","86,35","0,01K","0,83%"
"05.04.2019","86,33","84,75","86,00","84,75","0,02K","2,23%"
"04.04.2019","84,45","84,45","84,45","84,45","0,00K","0,78%"
"03.04.2019","83,80","84,50","84,50","83,00","0,07K","-0,95%"
"02.04.2019","84,60","84,70","85,20","84,70","0,04K","-0,44%"
"01.04.2019","84,97","84,60","84,75","84,60","0,03K","0,74%"
"29.03.2019","84,35","85,00","85,00","84,00","0,03K","-1,76%"
"28.03.2019","85,86","86,65","86,65","86,65","0,01K","-1,24%"
"27.03.2019","86,94","87,00","88,20","86,90","0,04K","0,05%"
"26.03.2019","86,90","86,00","86,90","86,00","0,02K","1,34%"
"25.03.2019","85,75","85,25","85,50","85,25","0,02K","0,53%"
"22.03.2019","85,30","85,40","85,40","85,00","0,03K","-0,46%"
"21.03.2019","85,69","85,50","85,75","85,25","0,02K","-0,65%"
"20.03.2019","86,25","84,65","86,30","84,65","0,04K","0,70%"
"19.03.2019","85,65","86,25","86,25","85,50","0,01K","-1,21%"
"18.03.2019","86,70","86,00","86,90","85,40","0,03K","0,87%"
"15.03.2019","85,95","87,55","87,55","86,70","0,03K","-1,66%"
"14.03.2019","87,40","87,05","87,50","87,05","0,01K","0,40%"
"13.03.2019","87,05","87,50","87,50","87,00","0,02K","-0,68%"
"12.03.2019","87,65","87,80","88,00","87,80","0,08K","0,53%"
"11.03.2019","87,19","87,19","87,19","87,19","0,01K","-0,41%"
"08.03.2019","87,55","88,75","88,75","87,80","0,01K","-2,29%"
"07.03.2019","89,60","89,00","89,25","89,00","0,01K","0,45%"
"06.03.2019","89,20","90,35","90,35","89,00","0,02K","-1,87%"
"05.03.2019","90,90","92,25","92,25","91,00","0,01K","-1,94%"
"04.03.2019","92,70","93,00","93,00","92,75","0,00K","0,54%"
"01.03.2019","92,20","92,50","92,50","92,30","0,00K","0,11%"
"28.02.2019","92,10","92,00","92,05","92,00","0,01K","0,82%"
"27.02.2019","91,35","91,20","91,20","91,20","0,00K","1,05%"
"26.02.2019","90,40","90,50","90,50","90,50","0,01K","0,44%"
"25.02.2019","90,00","90,00","90,00","90,00","-","0,29%"
"22.02.2019","89,74","90,25","90,25","89,80","0,00K","-0,62%"
"21.02.2019","90,30","90,30","90,30","90,30","-","-1,37%"
"20.02.2019","91,55","91,55","91,55","91,55","0,00K","1,67%"
"19.02.2019","90,05","89,75","90,05","89,50","0,01K","0,00%"
"18.02.2019","90,05","90,00","91,00","90,00","0,02K","0,73%"
"15.02.2019","89,40","89,40","89,40","89,40","-","1,65%"
"14.02.2019","87,95","88,20","88,20","88,00","0,01K","-0,96%"
"13.02.2019","88,80","88,00","88,75","88,00","0,01K","1,43%"
"12.02.2019","87,55","87,50","87,75","87,50","0,01K","-0,57%"
"11.02.2019","88,05","87,00","88,00","87,00","0,03K","-0,84%"
"08.02.2019","88,80","89,00","89,00","89,00","0,01K","-1,50%"
"07.02.2019","90,15","90,50","90,50","90,50","0,01K","-1,69%"
"06.02.2019","91,70","91,80","91,80","91,75","0,01K","0,77%"
"05.02.2019","91,00","92,00","92,00","91,00","0,03K","-0,76%"
"04.02.2019","91,70","91,80","91,80","91,40","0,03K","-1,50%"
"01.02.2019","93,10","93,10","93,10","93,10","0,01K","-1,37%"
"31.01.2019","94,39","94,39","94,39","94,39","0,02K","-1,32%"
"30.01.2019","95,65","95,75","95,75","95,75","0,02K","1,00%"
"29.01.2019","94,70","93,75","94,50","93,75","0,03K","0,26%"
"28.01.2019","94,45","94,40","94,40","94,40","0,01K","-4,64%"
"25.01.2019","99,05","99,05","99,05","99,05","-","0,69%"
"24.01.2019","98,37","98,37","98,37","98,37","0,01K","-0,74%"
"23.01.2019","99,10","99,10","99,10","99,10","-","0,38%"
"22.01.2019","98,72","98,72","98,72","98,72","-","0,02%"
"21.01.2019","98,70","98,70","98,70","98,70","-","-1,09%"
"18.01.2019","99,79","99,79","99,79","99,79","0,01K","0,27%"
"17.01.2019","99,52","99,52","99,52","99,52","-","0,70%"
"16.01.2019","98,83","98,83","98,83","98,83","0,00K","2,54%"
"15.01.2019","96,38","96,38","96,38","96,38","0,00K","1,43%"
"14.01.2019","95,02","95,02","95,02","95,02","-","-0,18%"
"11.01.2019","95,19","95,19","95,19","95,19","-","0,23%"
"10.01.2019","94,97","94,97","94,97","94,97","-","0,13%"
"09.01.2019","94,85","94,85","94,85","94,85","0,02K","0,12%"
"08.01.2019","94,74","94,74","94,74","94,74","0,01K","-0,82%"
"07.01.2019","95,52","95,50","95,50","95,40","0,01K","-0,38%"
"04.01.2019","95,88","95,88","95,88","95,88","0,01K","-0,18%"
"03.01.2019","96,05","97,00","97,00","97,00","0,01K","-1,37%"
"02.01.2019","97,38","98,00","98,00","97,50","0,02K","-0,58%"
"31.12.2018","97,95","97,95","97,95","97,95","0,00K","-0,41%"
"28.12.2018","98,35","98,35","98,35","98,35","-","-0,08%"
"27.12.2018","98,43","98,43","98,43","98,43","-","-0,16%"
"26.12.2018","98,59","98,59","98,59","98,59","-","0,11%"
"24.12.2018","98,48","98,48","98,48","98,48","-","-0,27%"
"21.12.2018","98,75","98,75","98,75","98,75","0,02K","0,71%"
"20.12.2018","98,05","98,00","98,00","98,00","0,00K","-0,23%"
"19.12.2018","98,28","98,28","98,28","98,28","0,00K","-0,11%"
"18.12.2018","98,39","98,39","98,39","98,39","-","-0,54%"
"17.12.2018","98,92","98,92","98,92","98,92","0,00K","-0,18%"
"14.12.2018","99,10","99,10","99,10","99,10","0,00K","0,33%"
"13.12.2018","98,77","98,30","98,50","98,30","0,00K","0,53%"
"12.12.2018","98,25","98,25","98,25","98,25","0,02K","0,51%"
"11.12.2018","97,75","97,80","97,80","97,50","0,00K","-0,04%"
"10.12.2018","97,79","97,80","97,80","97,80","0,00K","0,11%"
"07.12.2018","97,68","97,75","97,75","97,75","0,01K","0,17%"
"06.12.2018","97,51","97,50","97,50","97,50","0,00K","0,18%"
"05.12.2018","97,33","97,33","97,33","97,33","0,01K","-0,31%"
"04.12.2018","97,63","97,63","97,63","97,63","0,01K","0,67%"
"03.12.2018","96,98","97,65","97,65","96,90","0,02K","0,03%"
